,host_country,game_year,event,medal_type,athlete_country
12856,australia,2000,beach volleyball - beach volleyball men,silver,brazil
12857,australia,2000,beach volleyball - beach volleyball men,bronze,germany
12858,australia,2000,diving - synchronized diving 3m springboard women,gold,russian federation
12859,australia,2000,diving - synchronized diving 3m springboard women,silver,china
12860,australia,2000,diving - synchronized diving 3m springboard women,bronze,ukraine
12861,australia,2000,diving - synchronized diving 10m platform women,gold,china
12862,australia,2000,diving - synchronized diving 10m platform women,silver,canada
12863,australia,2000,diving - synchronized diving 10m platform women,bronze,australia
12864,australia,2000,diving - synchronized diving 3m springboard men,gold,china
12865,australia,2000,diving - synchronized diving 3m springboard men,silver,russian federation
12866,australia,2000,diving - synchronized diving 3m springboard men,bronze,australia
12867,australia,2000,diving - synchronized diving 10m platform men,gold,russian federation
12868,australia,2000,diving - synchronized diving 10m platform men,silver,china
12869,australia,2000,diving - synchronized diving 10m platform men,bronze,germany
12870,australia,2000,softball - softball women,gold,usa
12871,australia,2000,softball - softball women,silver,japan
12872,australia,2000,softball - softball women,bronze,australia
12873,australia,2000,gymnastics rhythmic - group competition women,gold,russian federation
12874,australia,2000,gymnastics rhythmic - group competition women,silver,belarus
12875,australia,2000,gymnastics rhythmic - group competition women,bronze,greece
12876,australia,2000,equestrian eventing - team mixed,gold,australia
12877,australia,2000,equestrian eventing - team mixed,silver,great britain
12878,australia,2000,equestrian eventing - team mixed,bronze,usa
12879,australia,2000,rowing - eight with coxswain 8 men,gold,great britain
12880,australia,2000,rowing - eight with coxswain 8 men,silver,australia
12881,australia,2000,rowing - eight with coxswain 8 men,bronze,croatia
12882,australia,2000,rowing - quadruple sculls without coxsw men,gold,italy
12883,australia,2000,rowing - quadruple sculls without coxsw men,silver,netherlands
12884,australia,2000,rowing - quadruple sculls without coxsw men,bronze,germany
12885,australia,2000,rowing - lightweight double sculls 2x women,gold,romania
12886,australia,2000,rowing - lightweight double sculls 2x women,silver,germany
12887,australia,2000,rowing - lightweight double sculls 2x women,bronze,usa
12888,australia,2000,rowing - pair without coxswain 2 women,gold,romania
12889,australia,2000,rowing - pair without coxswain 2 women,silver,australia
12890,australia,2000,rowing - pair without coxswain 2 women,bronze,usa
12891,australia,2000,rowing - lightweight coxless four 4 men,gold,france
12892,australia,2000,rowing - lightweight coxless four 4 men,silver,australia
12893,australia,2000,rowing - lightweight coxless four 4 men,bronze,denmark
12894,australia,2000,rowing - quadruple sculls without coxsw women,gold,germany
12895,australia,2000,rowing - quadruple sculls without coxsw women,silver,great britain
12896,australia,2000,rowing - quadruple sculls without coxsw women,bronze,russian federation
12897,australia,2000,rowing - pair without coxswain 2 men,gold,france
12898,australia,2000,rowing - pair without coxswain 2 men,silver,usa
12899,australia,2000,rowing - pair without coxswain 2 men,bronze,australia
12900,australia,2000,rowing - double sculls 2x men,gold,slovenia
12901,australia,2000,rowing - double sculls 2x men,silver,norway
12902,australia,2000,rowing - double sculls 2x men,bronze,italy
12903,australia,2000,rowing - lightweight double sculls 2x men,gold,poland
12904,australia,2000,rowing - lightweight double sculls 2x men,silver,italy
12905,australia,2000,rowing - lightweight double sculls 2x men,bronze,france
12906,australia,2000,rowing - double sculls 2x women,gold,germany
12907,australia,2000,rowing - double sculls 2x women,silver,netherlands
12908,australia,2000,rowing - double sculls 2x women,bronze,lithuania
12909,australia,2000,rowing - eight with coxswain 8 women,gold,romania
12910,australia,2000,rowing - eight with coxswain 8 women,silver,netherlands
12911,australia,2000,rowing - eight with coxswain 8 women,bronze,canada
12912,australia,2000,rowing - four without coxswain 4 men,gold,great britain
12913,australia,2000,rowing - four without coxswain 4 men,silver,italy
12914,australia,2000,rowing - four without coxswain 4 men,bronze,australia
12915,australia,2000,synchronized swimming - duet women,gold,russian federation
12916,australia,2000,synchronized swimming - duet women,silver,japan
12917,australia,2000,synchronized swimming - duet women,bronze,france
12918,australia,2000,synchronized swimming - team women,gold,russian federation
12919,australia,2000,synchronized swimming - team women,silver,japan
12920,australia,2000,synchronized swimming - team women,bronze,canada
12921,australia,2000,archery - team fita olympic round  70m men,gold,south korea
12922,australia,2000,archery - team fita olympic round  70m men,silver,italy
12923,australia,2000,archery - team fita olympic round  70m men,bronze,usa
12924,australia,2000,archery - team fita olympic round  70m women,gold,south korea
12925,australia,2000,archery - team fita olympic round  70m women,silver,ukraine
12926,australia,2000,archery - team fita olympic round  70m women,bronze,germany
12927,australia,2000,sailing - tornado - multihull mixed,gold,austria
12928,australia,2000,sailing - tornado - multihull mixed,silver,australia
12929,australia,2000,sailing - tornado - multihull mixed,bronze,germany
12930,australia,2000,sailing - 470 - two person dinghy women,gold,australia
12931,australia,2000,sailing - 470 - two person dinghy women,silver,usa
12932,australia,2000,sailing - 470 - two person dinghy women,bronze,ukraine
12933,australia,2000,sailing - 49er - skiff mixed,gold,finland
12934,australia,2000,sailing - 49er - skiff mixed,silver,great britain
12935,australia,2000,sailing - 49er - skiff mixed,bronze,usa
12936,australia,2000,sailing - fleetmatch race keelboat open soling mixed,gold,denmark
12937,australia,2000,sailing - fleetmatch race keelboat open soling mixed,silver,germany
12938,australia,2000,sailing - fleetmatch race keelboat open soling mixed,bronze,norway
12939,australia,2000,sailing - 470 - two person dinghy men,gold,australia
12940,australia,2000,sailing - 470 - two person dinghy men,silver,usa
12941,australia,2000,sailing - 470 - two person dinghy men,bronze,argentina
12942,australia,2000,sailing - twoperson keelboat open star mixed,gold,usa
12943,australia,2000,sailing - twoperson keelboat open star mixed,silver,great britain
12944,australia,2000,sailing - twoperson keelboat open star mixed,bronze,brazil
12945,australia,2000,basketball - basketball men,gold,usa
12946,australia,2000,basketball - basketball men,silver,france
12947,australia,2000,basketball - basketball men,bronze,lithuania
12948,australia,2000,basketball - basketball women,gold,usa
12949,australia,2000,basketball - basketball women,silver,australia
12950,australia,2000,basketball - basketball women,bronze,brazil
12951,australia,2000,athletics - 4x400m relay men,gold,nigeria
12952,australia,2000,athletics - 4x400m relay men,silver,jamaica
12953,australia,2000,athletics - 4x400m relay men,bronze,bahamas
12954,australia,2000,athletics - 4x400m relay women,gold,usa
12955,australia,2000,athletics - 4x400m relay women,silver,jamaica
12956,australia,2000,athletics - 4x400m relay women,bronze,russian federation
12957,australia,2000,athletics - 4x100m relay women,gold,bahamas
12958,australia,2000,athletics - 4x100m relay women,silver,jamaica
12959,australia,2000,athletics - 4x100m relay women,bronze,usa
12960,australia,2000,athletics - 4x100m relay men,gold,usa
12961,australia,2000,athletics - 4x100m relay men,silver,brazil
12962,australia,2000,athletics - 4x100m relay men,bronze,cuba
12963,australia,2000,baseball - baseball men,gold,usa
12964,australia,2000,baseball - baseball men,silver,cuba
12965,australia,2000,baseball - baseball men,bronze,south korea
12966,australia,2000,handball - handball men,gold,russian federation
12967,australia,2000,handball - handball men,silver,sweden
12968,australia,2000,handball - handball men,bronze,spain
12969,australia,2000,handball - handball women,gold,denmark
12970,australia,2000,handball - handball women,silver,hungary
12971,australia,2000,handball - handball women,bronze,norway
12972,australia,2000,swimming - 4x100m freestyle relay women,gold,usa
12973,australia,2000,swimming - 4x100m freestyle relay women,silver,netherlands
12974,australia,2000,swimming - 4x100m freestyle relay women,bronze,sweden
12975,australia,2000,swimming - 4x100m medley relay men,gold,usa
12976,australia,2000,swimming - 4x100m medley relay men,silver,australia
12977,australia,2000,swimming - 4x100m medley relay men,bronze,germany
12978,australia,2000,swimming - 4x200m freestyle relay men,gold,australia
12979,australia,2000,swimming - 4x200m freestyle relay men,silver,usa
12980,australia,2000,swimming - 4x200m freestyle relay men,bronze,netherlands
12981,australia,2000,swimming - 4x200m freestyle relay women,gold,usa
12982,australia,2000,swimming - 4x200m freestyle relay women,silver,australia
12983,australia,2000,swimming - 4x200m freestyle relay women,bronze,germany
12984,australia,2000,swimming - 4x100m freestyle relay men,gold,australia
12985,australia,2000,swimming - 4x100m freestyle relay men,silver,usa
12986,australia,2000,swimming - 4x100m freestyle relay men,bronze,brazil
12987,australia,2000,swimming - 4x100m medley relay women,gold,usa
12988,australia,2000,swimming - 4x100m medley relay women,silver,australia
12989,australia,2000,swimming - 4x100m medley relay women,bronze,japan
12990,australia,2000,tennis - doubles men,gold,canada
12991,australia,2000,tennis - doubles men,silver,australia
12992,australia,2000,tennis - doubles men,bronze,spain
12993,australia,2000,tennis - doubles women,gold,usa
12994,australia,2000,tennis - doubles women,silver,netherlands
12995,australia,2000,tennis - doubles women,bronze,belgium
12996,usa,1996,beach volleyball - beach volleyball men,gold,usa
12997,usa,1996,beach volleyball - beach volleyball men,silver,usa
12998,usa,1996,beach volleyball - beach volleyball men,bronze,canada
12999,usa,1996,beach volleyball - beach volleyball women,gold,brazil
13000,usa,1996,beach volleyball - beach volleyball women,silver,brazil
13001,usa,1996,beach volleyball - beach volleyball women,bronze,australia
13002,usa,1996,volleyball - volleyball women,gold,cuba
13003,usa,1996,volleyball - volleyball women,silver,china
13004,usa,1996,volleyball - volleyball women,bronze,brazil
13005,usa,1996,volleyball - volleyball men,gold,netherlands
13006,usa,1996,volleyball - volleyball men,silver,italy
13007,usa,1996,volleyball - volleyball men,bronze,serbia and montenegro
13008,usa,1996,canoe sprint - k2 500m kayak double women,gold,sweden
13009,usa,1996,canoe sprint - k2 500m kayak double women,silver,germany
13010,usa,1996,canoe sprint - k2 500m kayak double women,bronze,australia
13011,usa,1996,canoe sprint - k2 500m kayak double men,gold,germany
13012,usa,1996,canoe sprint - k2 500m kayak double men,silver,italy
13013,usa,1996,canoe sprint - k2 500m kayak double men,bronze,australia
13014,usa,1996,canoe sprint - c2 500m canoe double men,gold,hungary
13015,usa,1996,canoe sprint - c2 500m canoe double men,silver,republic of moldova
13016,usa,1996,canoe sprint - c2 500m canoe double men,bronze,romania
13017,usa,1996,canoe sprint - k4 1000m kayak four men,gold,germany
13018,usa,1996,canoe sprint - k4 1000m kayak four men,silver,hungary
13019,usa,1996,canoe sprint - k4 1000m kayak four men,bronze,russian federation
13020,usa,1996,canoe sprint - c2 1000m canoe double men,gold,germany
13021,usa,1996,canoe sprint - c2 1000m canoe double men,silver,romania
13022,usa,1996,canoe sprint - c2 1000m canoe double men,bronze,hungary
13023,usa,1996,canoe sprint - k2 1000m kayak double men,gold,italy
13024,usa,1996,canoe sprint - k2 1000m kayak double men,silver,germany
13025,usa,1996,canoe sprint - k2 1000m kayak double men,bronze,bulgaria
