,host_country,game_year,event,medal_type,athlete_country
7611,federal republic of germany,1972,sailing - finn - one person dinghy (heavyweight) men,silver,greece
7612,federal republic of germany,1972,sailing - finn - one person dinghy (heavyweight) men,bronze,soviet union
7613,federal republic of germany,1972,weightlifting - 75-82.5kg total lightheavyweight men,gold,norway
7614,federal republic of germany,1972,weightlifting - 75-82.5kg total lightheavyweight men,silver,poland
7615,federal republic of germany,1972,weightlifting - 75-82.5kg total lightheavyweight men,bronze,hungary
7616,federal republic of germany,1972,weightlifting - 56 - 60kg (featherweight) men,gold,bulgaria
7617,federal republic of germany,1972,weightlifting - 56 - 60kg (featherweight) men,silver,soviet union
7618,federal republic of germany,1972,weightlifting - 56 - 60kg (featherweight) men,bronze,hungary
7619,federal republic of germany,1972,weightlifting - 52kg flyweight men,gold,poland
7620,federal republic of germany,1972,weightlifting - 52kg flyweight men,silver,hungary
7621,federal republic of germany,1972,weightlifting - 52kg flyweight men,bronze,hungary
7622,federal republic of germany,1972,weightlifting - 60-67.5kg lightweight men,gold,soviet union
7623,federal republic of germany,1972,weightlifting - 60-67.5kg lightweight men,silver,bulgaria
7624,federal republic of germany,1972,weightlifting - 60-67.5kg lightweight men,bronze,poland
7625,federal republic of germany,1972,weightlifting - 52  56kg bantamweight men,gold,hungary
7626,federal republic of germany,1972,weightlifting - 52  56kg bantamweight men,silver,iran
7627,federal republic of germany,1972,weightlifting - 52  56kg bantamweight men,bronze,soviet union
7628,federal republic of germany,1972,weightlifting - 110kg super heavyweight men,gold,soviet union
7629,federal republic of germany,1972,weightlifting - 110kg super heavyweight men,silver,federal republic of germany
7630,federal republic of germany,1972,weightlifting - 110kg super heavyweight men,bronze,german democratic republic (germany)
7631,federal republic of germany,1972,weightlifting - 825  90kg total middleheavyweight men,gold,bulgaria
7632,federal republic of germany,1972,weightlifting - 825  90kg total middleheavyweight men,silver,bulgaria
7633,federal republic of germany,1972,weightlifting - 825  90kg total middleheavyweight men,bronze,sweden
7634,federal republic of germany,1972,weightlifting - 91  110kg heavyweight men,gold,soviet union
7635,federal republic of germany,1972,weightlifting - 91  110kg heavyweight men,silver,bulgaria
7636,federal republic of germany,1972,weightlifting - 91  110kg heavyweight men,bronze,german democratic republic (germany)
7637,federal republic of germany,1972,"weightlifting - 67.5 - 75kg, (middleweight) men",gold,bulgaria
7638,federal republic of germany,1972,"weightlifting - 67.5 - 75kg, (middleweight) men",silver,lebanon
7639,federal republic of germany,1972,"weightlifting - 67.5 - 75kg, (middleweight) men",bronze,italy
7640,federal republic of germany,1972,cycling track - sprint individual men,gold,france
7641,federal republic of germany,1972,cycling track - sprint individual men,silver,australia
7642,federal republic of germany,1972,cycling track - sprint individual men,bronze,soviet union
7643,federal republic of germany,1972,cycling track - 1km time trial men,gold,denmark
7644,federal republic of germany,1972,cycling track - 1km time trial men,silver,australia
7645,federal republic of germany,1972,cycling track - 1km time trial men,bronze,german democratic republic (germany)
7646,federal republic of germany,1972,cycling track - individual pursuit men,gold,norway
7647,federal republic of germany,1972,cycling track - individual pursuit men,silver,switzerland
7648,federal republic of germany,1972,cycling track - individual pursuit men,bronze,federal republic of germany
7649,federal republic of germany,1972,cycling road - individual road race men,gold,netherlands
7650,federal republic of germany,1972,cycling road - individual road race men,silver,australia
7651,federal republic of germany,1972,boxing - 81kg heavyweight men,gold,cuba
7652,federal republic of germany,1972,boxing - 81kg heavyweight men,silver,romania
7653,federal republic of germany,1972,boxing - 81kg heavyweight men,bronze,federal republic of germany
7654,federal republic of germany,1972,boxing - 81kg heavyweight men,bronze,sweden
7655,federal republic of germany,1972,boxing - 54-57kg featherweight men,gold,soviet union
7656,federal republic of germany,1972,boxing - 54-57kg featherweight men,silver,kenya
7657,federal republic of germany,1972,boxing - 54-57kg featherweight men,bronze,colombia
7658,federal republic of germany,1972,boxing - 54-57kg featherweight men,bronze,hungary
7659,federal republic of germany,1972,boxing - 75-81kg lightheavyweight men,gold,yugoslavia
7660,federal republic of germany,1972,boxing - 75-81kg lightheavyweight men,silver,cuba
7661,federal republic of germany,1972,boxing - 75-81kg lightheavyweight men,bronze,nigeria
7662,federal republic of germany,1972,boxing - 75-81kg lightheavyweight men,bronze,poland
7663,federal republic of germany,1972,boxing - 51-54kg bantamweight men,gold,cuba
7664,federal republic of germany,1972,boxing - 51-54kg bantamweight men,silver,mexico
7665,federal republic of germany,1972,boxing - 51-54kg bantamweight men,bronze,great britain
7666,federal republic of germany,1972,boxing - 51-54kg bantamweight men,bronze,usa
7667,federal republic of germany,1972,boxing - - 48kg (light-flyweight) men,gold,hungary
7668,federal republic of germany,1972,boxing - - 48kg (light-flyweight) men,silver,north korea
7669,federal republic of germany,1972,boxing - - 48kg (light-flyweight) men,bronze,great britain
7670,federal republic of germany,1972,boxing - - 48kg (light-flyweight) men,bronze,spain
7671,federal republic of germany,1972,boxing - 71-75kg men,gold,soviet union
7672,federal republic of germany,1972,boxing - 71-75kg men,silver,finland
7673,federal republic of germany,1972,boxing - 71-75kg men,bronze,ghana
7674,federal republic of germany,1972,boxing - 71-75kg men,bronze,usa
7675,federal republic of germany,1972,boxing - 60-63.5kg lightwelterweigh men,gold,usa
7676,federal republic of germany,1972,boxing - 60-63.5kg lightwelterweigh men,silver,bulgaria
7677,federal republic of germany,1972,boxing - 60-63.5kg lightwelterweigh men,bronze,yugoslavia
7678,federal republic of germany,1972,boxing - 60-63.5kg lightwelterweigh men,bronze,niger
7679,federal republic of germany,1972,boxing - 57-60kg lightweight men,gold,poland
7680,federal republic of germany,1972,boxing - 57-60kg lightweight men,silver,hungary
7681,federal republic of germany,1972,boxing - 57-60kg lightweight men,bronze,kenya
7682,federal republic of germany,1972,boxing - 57-60kg lightweight men,bronze,colombia
7683,federal republic of germany,1972,boxing - 48-51kg flyweight men,gold,bulgaria
7684,federal republic of germany,1972,boxing - 48-51kg flyweight men,silver,uganda
7685,federal republic of germany,1972,boxing - 48-51kg flyweight men,bronze,poland
7686,federal republic of germany,1972,boxing - 48-51kg flyweight men,bronze,cuba
7687,federal republic of germany,1972,boxing - 67-71kg lightmiddleweight men,gold,federal republic of germany
7688,federal republic of germany,1972,boxing - 67-71kg lightmiddleweight men,silver,poland
7689,federal republic of germany,1972,boxing - 67-71kg lightmiddleweight men,bronze,great britain
7690,federal republic of germany,1972,boxing - 67-71kg lightmiddleweight men,bronze,german democratic republic (germany)
7691,federal republic of germany,1972,boxing - 63.5-67kg welterweight men,gold,cuba
7692,federal republic of germany,1972,boxing - 63.5-67kg welterweight men,silver,hungary
7693,federal republic of germany,1972,boxing - 63.5-67kg welterweight men,bronze,kenya
7694,federal republic of germany,1972,boxing - 63.5-67kg welterweight men,bronze,usa
7695,federal republic of germany,1972,shooting - 50m running target 3030 shots mixed,gold,soviet union
7696,federal republic of germany,1972,shooting - 50m running target 3030 shots mixed,silver,colombia
7697,federal republic of germany,1972,shooting - 50m running target 3030 shots mixed,bronze,great britain
7698,federal republic of germany,1972,shooting - trap (125 targets) mixed,gold,italy
7699,federal republic of germany,1972,shooting - trap (125 targets) mixed,silver,france
7700,federal republic of germany,1972,shooting - trap (125 targets) mixed,bronze,italy
7701,federal republic of germany,1972,shooting - 50m pistol 60 shots mixed,gold,sweden
7702,federal republic of germany,1972,shooting - 50m pistol 60 shots mixed,silver,romania
7703,federal republic of germany,1972,shooting - 50m pistol 60 shots mixed,bronze,austria
7704,federal republic of germany,1972,shooting - 50m rifle 3 positions 3x40 shots mixed,gold,usa
7705,federal republic of germany,1972,shooting - 50m rifle 3 positions 3x40 shots mixed,silver,usa
7706,federal republic of germany,1972,shooting - 50m rifle 3 positions 3x40 shots mixed,bronze,german democratic republic (germany)
7707,federal republic of germany,1972,shooting - 300m free rifle 3 positions 3x40 shots mixed,gold,usa
7708,federal republic of germany,1972,shooting - 300m free rifle 3 positions 3x40 shots mixed,silver,soviet union
7709,federal republic of germany,1972,shooting - 300m free rifle 3 positions 3x40 shots mixed,bronze,hungary
7710,federal republic of germany,1972,shooting - skeet (125 targets) mixed,gold,federal republic of germany
7711,federal republic of germany,1972,shooting - skeet (125 targets) mixed,silver,soviet union
7712,federal republic of germany,1972,shooting - skeet (125 targets) mixed,bronze,german democratic republic (germany)
7713,federal republic of germany,1972,shooting - 50m rifle prone 60 shots mixed,gold,north korea
7714,federal republic of germany,1972,shooting - 50m rifle prone 60 shots mixed,silver,usa
7715,federal republic of germany,1972,shooting - 50m rifle prone 60 shots mixed,bronze,romania
7716,federal republic of germany,1972,shooting - 25m rapid fire pistol 60 shots mixed,gold,poland
7717,federal republic of germany,1972,shooting - 25m rapid fire pistol 60 shots mixed,silver,czechoslovakia
7718,federal republic of germany,1972,shooting - 25m rapid fire pistol 60 shots mixed,bronze,soviet union
7719,federal republic of germany,1972,swimming - 400m individual medley women,gold,australia
7720,federal republic of germany,1972,swimming - 400m individual medley women,silver,canada
7721,federal republic of germany,1972,swimming - 400m individual medley women,bronze,italy
7722,federal republic of germany,1972,swimming - 200m backstroke men,gold,german democratic republic (germany)
7723,federal republic of germany,1972,swimming - 200m backstroke men,silver,usa
7724,federal republic of germany,1972,swimming - 200m backstroke men,bronze,usa
7725,federal republic of germany,1972,swimming - 100m breaststroke men,gold,japan
7726,federal republic of germany,1972,swimming - 100m breaststroke men,silver,usa
7727,federal republic of germany,1972,swimming - 100m breaststroke men,bronze,usa
7728,federal republic of germany,1972,swimming - 200m backstroke women,gold,usa
7729,federal republic of germany,1972,swimming - 200m backstroke women,silver,usa
7730,federal republic of germany,1972,swimming - 200m backstroke women,bronze,canada
7731,federal republic of germany,1972,swimming - 200m freestyle women,gold,australia
7732,federal republic of germany,1972,swimming - 200m freestyle women,silver,usa
7733,federal republic of germany,1972,swimming - 200m freestyle women,bronze,usa
7734,federal republic of germany,1972,swimming - 200m breaststroke women,gold,australia
7735,federal republic of germany,1972,swimming - 200m breaststroke women,silver,usa
7736,federal republic of germany,1972,swimming - 200m breaststroke women,bronze,soviet union
7737,federal republic of germany,1972,swimming - 400m freestyle men,gold,australia
7738,federal republic of germany,1972,swimming - 400m freestyle men,silver,usa
7739,federal republic of germany,1972,swimming - 400m freestyle men,bronze,usa
7740,federal republic of germany,1972,swimming - 100m backstroke men,gold,german democratic republic (germany)
7741,federal republic of germany,1972,swimming - 100m backstroke men,silver,usa
7742,federal republic of germany,1972,swimming - 100m backstroke men,bronze,usa
7743,federal republic of germany,1972,swimming - 200m freestyle men,gold,usa
7744,federal republic of germany,1972,swimming - 200m freestyle men,silver,usa
7745,federal republic of germany,1972,swimming - 200m freestyle men,bronze,federal republic of germany
7746,federal republic of germany,1972,swimming - 400m freestyle women,gold,australia
7747,federal republic of germany,1972,swimming - 400m freestyle women,silver,italy
7748,federal republic of germany,1972,swimming - 400m freestyle women,bronze,german democratic republic (germany)
7749,federal republic of germany,1972,swimming - 200m breaststroke men,gold,usa
7750,federal republic of germany,1972,swimming - 200m breaststroke men,silver,great britain
7751,federal republic of germany,1972,swimming - 200m breaststroke men,bronze,japan
7752,federal republic of germany,1972,swimming - 100m backstroke women,gold,usa
7753,federal republic of germany,1972,swimming - 100m backstroke women,silver,hungary
7754,federal republic of germany,1972,swimming - 100m backstroke women,bronze,usa
7755,federal republic of germany,1972,swimming - 100m breaststroke women,gold,usa
7756,federal republic of germany,1972,swimming - 100m breaststroke women,silver,soviet union
7757,federal republic of germany,1972,swimming - 100m breaststroke women,bronze,australia
7758,federal republic of germany,1972,swimming - 200m individual medley men,gold,sweden
7759,federal republic of germany,1972,swimming - 200m individual medley men,silver,usa
7760,federal republic of germany,1972,swimming - 200m individual medley men,bronze,usa
7761,federal republic of germany,1972,swimming - 200m individual medley women,gold,australia
7762,federal republic of germany,1972,swimming - 200m individual medley women,silver,german democratic republic (germany)
7763,federal republic of germany,1972,swimming - 200m individual medley women,bronze,usa
7764,federal republic of germany,1972,swimming - 1500m freestyle men,gold,usa
7765,federal republic of germany,1972,swimming - 1500m freestyle men,silver,australia
7766,federal republic of germany,1972,swimming - 1500m freestyle men,bronze,usa
7767,federal republic of germany,1972,swimming - 100m butterfly men,gold,usa
7768,federal republic of germany,1972,swimming - 100m butterfly men,silver,canada
7769,federal republic of germany,1972,swimming - 100m butterfly men,bronze,usa
7770,federal republic of germany,1972,swimming - 100m butterfly women,gold,japan
7771,federal republic of germany,1972,swimming - 100m butterfly women,silver,german democratic republic (germany)
7772,federal republic of germany,1972,swimming - 100m butterfly women,bronze,hungary
7773,federal republic of germany,1972,swimming - 100m freestyle women,gold,usa
7774,federal republic of germany,1972,swimming - 100m freestyle women,silver,usa
7775,federal republic of germany,1972,swimming - 100m freestyle women,bronze,australia
7776,federal republic of germany,1972,swimming - 800m freestyle women,gold,usa
7777,federal republic of germany,1972,swimming - 800m freestyle women,silver,australia
7778,federal republic of germany,1972,swimming - 800m freestyle women,bronze,italy
7779,federal republic of germany,1972,swimming - 200m butterfly men,gold,usa
7780,federal republic of germany,1972,swimming - 200m butterfly men,silver,usa
7781,federal republic of germany,1972,swimming - 200m butterfly men,bronze,usa
7782,federal republic of germany,1972,swimming - 200m butterfly women,gold,usa
7783,federal republic of germany,1972,swimming - 200m butterfly women,silver,usa
7784,federal republic of germany,1972,swimming - 200m butterfly women,bronze,usa
7785,federal republic of germany,1972,swimming - 400m individual medley men,gold,sweden
7786,federal republic of germany,1972,swimming - 400m individual medley men,silver,usa
7787,federal republic of germany,1972,swimming - 400m individual medley men,bronze,hungary
7788,federal republic of germany,1972,swimming - 100m freestyle men,gold,usa
7789,federal republic of germany,1972,swimming - 100m freestyle men,silver,usa
7790,federal republic of germany,1972,swimming - 100m freestyle men,bronze,soviet union
7791,federal republic of germany,1972,archery - individual fita round women,gold,usa
7792,federal republic of germany,1972,archery - individual fita round women,silver,poland
7793,federal republic of germany,1972,archery - individual fita round women,bronze,soviet union
7794,federal republic of germany,1972,archery - individual fita round men,gold,usa
7795,federal republic of germany,1972,archery - individual fita round men,silver,sweden
7796,federal republic of germany,1972,archery - individual fita round men,bronze,finland
7797,federal republic of germany,1972,modern pentathlon - individual competition men,gold,hungary
7798,federal republic of germany,1972,modern pentathlon - individual competition men,silver,soviet union
7799,federal republic of germany,1972,modern pentathlon - individual competition men,bronze,soviet union
7800,federal republic of germany,1972,equestrian jumping - individual mixed,gold,italy
7801,federal republic of germany,1972,equestrian jumping - individual mixed,silver,great britain
7802,federal republic of germany,1972,equestrian jumping - individual mixed,bronze,usa
7803,federal republic of germany,1972,equestrian dressage - individual mixed,gold,federal republic of germany
7804,federal republic of germany,1972,equestrian dressage - individual mixed,silver,soviet union
7805,federal republic of germany,1972,equestrian dressage - individual mixed,bronze,federal republic of germany
7806,federal republic of germany,1972,equestrian eventing - individual mixed,gold,great britain
7807,federal republic of germany,1972,equestrian eventing - individual mixed,silver,italy
7808,federal republic of germany,1972,equestrian eventing - individual mixed,bronze,sweden
7809,federal republic of germany,1972,fencing - foil individual women,gold,italy
7810,federal republic of germany,1972,fencing - foil individual women,silver,hungary
7811,federal republic of germany,1972,fencing - foil individual women,bronze,soviet union
7812,federal republic of germany,1972,fencing - épée individual men,gold,hungary
7813,federal republic of germany,1972,fencing - épée individual men,silver,france
7814,federal republic of germany,1972,fencing - épée individual men,bronze,hungary
7815,federal republic of germany,1972,fencing - foil individual men,gold,poland
7816,federal republic of germany,1972,fencing - foil individual men,silver,hungary
7817,federal republic of germany,1972,fencing - foil individual men,bronze,france
7818,federal republic of germany,1972,fencing - sabre individual men,gold,soviet union
7819,federal republic of germany,1972,fencing - sabre individual men,silver,hungary
7820,federal republic of germany,1972,fencing - sabre individual men,bronze,soviet union
7821,federal republic of germany,1972,athletics - 100m men,gold,soviet union
7822,federal republic of germany,1972,athletics - 100m men,silver,usa
7823,federal republic of germany,1972,athletics - 100m men,bronze,jamaica
7824,federal republic of germany,1972,athletics - 100m hurdles women,gold,german democratic republic (germany)
7825,federal republic of germany,1972,athletics - 100m hurdles women,silver,romania
7826,federal republic of germany,1972,athletics - 100m hurdles women,bronze,german democratic republic (germany)
7827,federal republic of germany,1972,athletics - javelin throw men,gold,federal republic of germany
7828,federal republic of germany,1972,athletics - javelin throw men,silver,soviet union
7829,federal republic of germany,1972,athletics - javelin throw men,bronze,usa
7830,federal republic of germany,1972,athletics - 400m women,gold,german democratic republic (germany)
7831,federal republic of germany,1972,athletics - 400m women,silver,federal republic of germany
7832,federal republic of germany,1972,athletics - 400m women,bronze,usa
7833,federal republic of germany,1972,athletics - 400m men,gold,usa
7834,federal republic of germany,1972,athletics - 400m men,silver,usa
7835,federal republic of germany,1972,athletics - 400m men,bronze,kenya
7836,federal republic of germany,1972,athletics - discus throw women,gold,soviet union
7837,federal republic of germany,1972,athletics - discus throw women,silver,romania
7838,federal republic of germany,1972,athletics - discus throw women,bronze,bulgaria
7839,federal republic of germany,1972,athletics - 400m hurdles men,gold,uganda
7840,federal republic of germany,1972,athletics - 400m hurdles men,silver,usa
7841,federal republic of germany,1972,athletics - 400m hurdles men,bronze,great britain
7842,federal republic of germany,1972,athletics - 110m hurdles men,gold,usa
7843,federal republic of germany,1972,athletics - 110m hurdles men,silver,france
7844,federal republic of germany,1972,athletics - 110m hurdles men,bronze,usa
7845,federal republic of germany,1972,athletics - shot put women,gold,soviet union
7846,federal republic of germany,1972,athletics - shot put women,silver,german democratic republic (germany)
7847,federal republic of germany,1972,athletics - shot put women,bronze,bulgaria
7848,federal republic of germany,1972,athletics - 800m men,gold,usa
7849,federal republic of germany,1972,athletics - 800m men,silver,soviet union
7850,federal republic of germany,1972,athletics - 800m men,bronze,kenya
7851,federal republic of germany,1972,athletics - 10000m men,gold,finland
7852,federal republic of germany,1972,athletics - 10000m men,silver,belgium
7853,federal republic of germany,1972,athletics - 10000m men,bronze,ethiopia
7854,federal republic of germany,1972,athletics - 100m women,gold,german democratic republic (germany)
7855,federal republic of germany,1972,athletics - 100m women,silver,australia
7856,federal republic of germany,1972,athletics - 100m women,bronze,cuba
7857,federal republic of germany,1972,athletics - 50km walk men,gold,federal republic of germany
7858,federal republic of germany,1972,athletics - 50km walk men,silver,soviet union
7859,federal republic of germany,1972,athletics - 50km walk men,bronze,usa
7860,federal republic of germany,1972,athletics - pentathlon women,gold,great britain
7861,federal republic of germany,1972,athletics - pentathlon women,silver,federal republic of germany
7862,federal republic of germany,1972,athletics - pentathlon women,bronze,german democratic republic (germany)
7863,federal republic of germany,1972,athletics - 800m women,gold,federal republic of germany
7864,federal republic of germany,1972,athletics - 800m women,silver,soviet union
7865,federal republic of germany,1972,athletics - 800m women,bronze,german democratic republic (germany)
7866,federal republic of germany,1972,athletics - hammer throw men,gold,soviet union
7867,federal republic of germany,1972,athletics - hammer throw men,silver,german democratic republic (germany)
7868,federal republic of germany,1972,athletics - hammer throw men,bronze,soviet union
7869,federal republic of germany,1972,athletics - 200m men,gold,soviet union
7870,federal republic of germany,1972,athletics - 200m men,silver,usa
7871,federal republic of germany,1972,athletics - 200m men,bronze,italy
7872,federal republic of germany,1972,athletics - 1500m women,gold,soviet union
7873,federal republic of germany,1972,athletics - 1500m women,silver,german democratic republic (germany)
7874,federal republic of germany,1972,athletics - 1500m women,bronze,italy
7875,federal republic of germany,1972,athletics - marathon men,gold,usa
7876,federal republic of germany,1972,athletics - marathon men,silver,belgium
7877,federal republic of germany,1972,athletics - marathon men,bronze,ethiopia
7878,federal republic of germany,1972,athletics - javelin throw women,gold,german democratic republic (germany)
7879,federal republic of germany,1972,athletics - javelin throw women,silver,german democratic republic (germany)
7880,federal republic of germany,1972,athletics - javelin throw women,bronze,usa
7881,federal republic of germany,1972,athletics - 20km walk men,gold,german democratic republic (germany)
7882,federal republic of germany,1972,athletics - 20km walk men,silver,soviet union
7883,federal republic of germany,1972,athletics - 20km walk men,bronze,german democratic republic (germany)
7884,federal republic of germany,1972,athletics - shot put men,gold,poland
7885,federal republic of germany,1972,athletics - shot put men,silver,usa
7886,federal republic of germany,1972,athletics - shot put men,bronze,german democratic republic (germany)
7887,federal republic of germany,1972,athletics - 200m women,gold,german democratic republic (germany)
7888,federal republic of germany,1972,athletics - 200m women,silver,australia
7889,federal republic of germany,1972,athletics - 200m women,bronze,poland
7890,federal republic of germany,1972,athletics - 3000m steeplechase men,gold,kenya
7891,federal republic of germany,1972,athletics - 3000m steeplechase men,silver,kenya
7892,federal republic of germany,1972,athletics - 3000m steeplechase men,bronze,finland
7893,federal republic of germany,1972,athletics - triple jump men,gold,soviet union
7894,federal republic of germany,1972,athletics - triple jump men,silver,german democratic republic (germany)
7895,federal republic of germany,1972,athletics - triple jump men,bronze,brazil
7896,federal republic of germany,1972,athletics - high jump women,gold,federal republic of germany
7897,federal republic of germany,1972,athletics - high jump women,silver,bulgaria
7898,federal republic of germany,1972,athletics - high jump women,bronze,austria
7899,federal republic of germany,1972,athletics - 1500m men,gold,finland
7900,federal republic of germany,1972,athletics - 1500m men,silver,kenya
7901,federal republic of germany,1972,athletics - 1500m men,bronze,new zealand
7902,federal republic of germany,1972,athletics - pole vault men,gold,german democratic republic (germany)
7903,federal republic of germany,1972,athletics - pole vault men,silver,usa
7904,federal republic of germany,1972,athletics - pole vault men,bronze,usa
7905,federal republic of germany,1972,athletics - long jump women,gold,federal republic of germany
7906,federal republic of germany,1972,athletics - long jump women,silver,bulgaria
7907,federal republic of germany,1972,athletics - long jump women,bronze,czechoslovakia
7908,federal republic of germany,1972,athletics - long jump men,gold,usa
7909,federal republic of germany,1972,athletics - long jump men,silver,federal republic of germany
7910,federal republic of germany,1972,athletics - long jump men,bronze,usa
7911,federal republic of germany,1972,athletics - 5000m men,gold,finland
7912,federal republic of germany,1972,athletics - 5000m men,silver,tunisia
7913,federal republic of germany,1972,athletics - 5000m men,bronze,great britain
7914,federal republic of germany,1972,athletics - high jump men,gold,soviet union
7915,federal republic of germany,1972,athletics - high jump men,silver,german democratic republic (germany)
7916,federal republic of germany,1972,athletics - high jump men,bronze,usa
7917,federal republic of germany,1972,athletics - decathlon men,gold,soviet union
7918,federal republic of germany,1972,athletics - decathlon men,silver,soviet union
7919,federal republic of germany,1972,athletics - decathlon men,bronze,poland
7920,federal republic of germany,1972,athletics - discus throw men,gold,czechoslovakia
7921,federal republic of germany,1972,athletics - discus throw men,silver,usa
7922,federal republic of germany,1972,athletics - discus throw men,bronze,sweden
7923,federal republic of germany,1972,judo - 93kg heavyweight men,gold,netherlands
7924,federal republic of germany,1972,judo - 93kg heavyweight men,silver,federal republic of germany
7925,federal republic of germany,1972,judo - 93kg heavyweight men,bronze,japan
7926,federal republic of germany,1972,judo - 93kg heavyweight men,bronze,soviet union
7927,federal republic of germany,1972,judo - open category men,gold,netherlands
7928,federal republic of germany,1972,judo - open category men,silver,soviet union
7929,federal republic of germany,1972,judo - open category men,bronze,france
7930,federal republic of germany,1972,judo - open category men,bronze,great britain
7931,federal republic of germany,1972,judo - 70  80kg middleweight men,gold,japan
7932,federal republic of germany,1972,judo - 70  80kg middleweight men,silver,south korea
7933,federal republic of germany,1972,judo - 70  80kg middleweight men,bronze,great britain
7934,federal republic of germany,1972,judo - 70  80kg middleweight men,bronze,france
7935,federal republic of germany,1972,judo - 80 - 93kg (half-heavyweight) men,gold,soviet union
7936,federal republic of germany,1972,judo - 80 - 93kg (half-heavyweight) men,silver,great britain
7937,federal republic of germany,1972,judo - 80 - 93kg (half-heavyweight) men,bronze,federal republic of germany
7938,federal republic of germany,1972,judo - 80 - 93kg (half-heavyweight) men,bronze,brazil
7939,federal republic of germany,1972,judo - 63kg lightweight men,gold,japan
7940,federal republic of germany,1972,judo - 63kg lightweight men,bronze,north korea
7941,federal republic of germany,1972,judo - 63kg lightweight men,bronze,france
7942,federal republic of germany,1972,judo - 63  70kg halfmiddleweight men,gold,japan
7943,federal republic of germany,1972,judo - 63  70kg halfmiddleweight men,silver,poland
7944,federal republic of germany,1972,judo - 63  70kg halfmiddleweight men,bronze,german democratic republic (germany)
7945,federal republic of germany,1972,judo - 63  70kg halfmiddleweight men,bronze,soviet union
7946,federal republic of germany,1972,rowing - single sculls 1x men,gold,soviet union
7947,federal republic of germany,1972,rowing - single sculls 1x men,silver,argentina
7948,federal republic of germany,1972,rowing - single sculls 1x men,bronze,german democratic republic (germany)
7949,federal republic of germany,1972,"wrestling - super-heavyweight, freestyle (>100 kilograms) men",gold,soviet union
7950,federal republic of germany,1972,"wrestling - super-heavyweight, freestyle (>100 kilograms) men",silver,bulgaria
7951,federal republic of germany,1972,"wrestling - super-heavyweight, freestyle (>100 kilograms) men",bronze,usa
7952,federal republic of germany,1972,"wrestling - heavyweight, freestyle (≤100 kilograms) men",gold,soviet union
7953,federal republic of germany,1972,"wrestling - heavyweight, freestyle (≤100 kilograms) men",silver,mongolia
7954,federal republic of germany,1972,"wrestling - heavyweight, freestyle (≤100 kilograms) men",bronze,hungary
7955,federal republic of germany,1972,"wrestling - light-heavyweight, freestyle (≤90 kilograms) men",gold,usa
7956,federal republic of germany,1972,"wrestling - light-heavyweight, freestyle (≤90 kilograms) men",silver,soviet union
7957,federal republic of germany,1972,"wrestling - light-heavyweight, freestyle (≤90 kilograms) men",bronze,hungary
7958,federal republic of germany,1972,"wrestling - bantamweight, greco-roman (≤57 kilograms) men",gold,soviet union
7959,federal republic of germany,1972,"wrestling - bantamweight, greco-roman (≤57 kilograms) men",silver,federal republic of germany
7960,federal republic of germany,1972,"wrestling - bantamweight, greco-roman (≤57 kilograms) men",bronze,finland
7961,federal republic of germany,1972,"wrestling - flyweight, greco-roman (≤52 kilograms) men",gold,bulgaria
7962,federal republic of germany,1972,"wrestling - flyweight, greco-roman (≤52 kilograms) men",silver,japan
7963,federal republic of germany,1972,"wrestling - flyweight, greco-roman (≤52 kilograms) men",bronze,italy
7964,federal republic of germany,1972,"wrestling - featherweight, greco-roman (≤62 kilograms) men",gold,bulgaria
7965,federal republic of germany,1972,"wrestling - featherweight, greco-roman (≤62 kilograms) men",silver,german democratic republic (germany)
7966,federal republic of germany,1972,"wrestling - featherweight, greco-roman (≤62 kilograms) men",bronze,poland
7967,federal republic of germany,1972,"wrestling - welterweight, freestyle (≤74 kilograms) men",gold,usa
7968,federal republic of germany,1972,"wrestling - welterweight, freestyle (≤74 kilograms) men",silver,sweden
7969,federal republic of germany,1972,"wrestling - welterweight, freestyle (≤74 kilograms) men",bronze,federal republic of germany
7970,federal republic of germany,1972,"wrestling - heavyweight, greco-roman (≤100 kilograms) men",gold,romania
7971,federal republic of germany,1972,"wrestling - heavyweight, greco-roman (≤100 kilograms) men",silver,soviet union
7972,federal republic of germany,1972,"wrestling - heavyweight, greco-roman (≤100 kilograms) men",bronze,hungary
7973,federal republic of germany,1972,"wrestling - featherweight, freestyle (≤62 kilograms) men",gold,soviet union
7974,federal republic of germany,1972,"wrestling - featherweight, freestyle (≤62 kilograms) men",silver,turkey
7975,federal republic of germany,1972,"wrestling - featherweight, freestyle (≤62 kilograms) men",bronze,bulgaria
7976,federal republic of germany,1972,"wrestling - super-heavyweight, greco-roman (>100 kilograms) men",gold,soviet union
7977,federal republic of germany,1972,"wrestling - super-heavyweight, greco-roman (>100 kilograms) men",silver,bulgaria
7978,federal republic of germany,1972,"wrestling - super-heavyweight, greco-roman (>100 kilograms) men",bronze,romania
7979,federal republic of germany,1972,"wrestling - light-heavyweight, greco-roman (≤90 kilograms) men",gold,soviet union
7980,federal republic of germany,1972,"wrestling - light-heavyweight, greco-roman (≤90 kilograms) men",silver,yugoslavia
7981,federal republic of germany,1972,"wrestling - light-heavyweight, greco-roman (≤90 kilograms) men",bronze,poland
7982,federal republic of germany,1972,"wrestling - welterweight, greco-roman (≤74 kilograms) men",gold,czechoslovakia
7983,federal republic of germany,1972,"wrestling - welterweight, greco-roman (≤74 kilograms) men",silver,greece
